5071507,46:54.7,4.85,4.61,4.43,4.84,4.84,4.64,7.17,7.08,6.91,5.84,5.83,5.73,5.75,6.05,5.95,2.51,2.99,2.91,2.64,2.44,2.96,2.46,2.16,2.06,,,
5071517,46:54.7,4.82,4.64,4.4,4.83,4.84,4.6,7.17,7.09,6.89,5.77,5.82,5.75,5.73,6.02,5.99,2.57,3.03,2.93,2.64,2.5,2.83,2.44,2.13,2.06,,,
5071527,46:54.7,4.85,4.64,4.41,4.83,4.86,4.59,7.12,7.09,6.9,5.78,5.84,5.75,5.74,6.05,5.92,2.52,3.01,3.03,2.62,2.52,2.79,2.48,2.13,2.1,,,
5071537,46:54.7,4.84,4.63,4.4,4.83,4.84,4.65,7.12,7.11,6.89,5.8,5.88,5.75,5.76,6.02,5.91,2.56,3,2.93,2.6,2.39,2.86,2.46,2.13,2.08,,,
5071547,46:54.8,4.85,4.62,4.41,4.86,4.84,4.61,7.13,7.1,6.89,5.82,5.86,5.73,5.78,6.02,5.93,2.51,3.02,2.91,2.65,2.52,2.91,2.45,2.16,2.07,,,
5071557,46:54.8,4.85,4.63,4.41,4.86,4.86,4.63,7.17,7.07,6.87,5.78,5.84,5.72,5.73,6.05,5.95,2.57,3.01,2.87,2.67,2.51,2.82,2.45,2.17,2.08,,,
5071567,46:54.8,4.86,4.66,4.42,4.84,4.85,4.64,7.12,7.09,6.87,5.8,5.85,5.76,5.74,6.03,5.91,2.51,3.01,2.91,2.65,2.54,2.8,2.44,2.13,2.09,,,
5071577,46:54.8,4.88,4.65,4.42,4.85,4.84,4.61,7.15,7.09,6.89,5.8,5.81,5.74,5.7,6.02,5.98,2.56,3.01,2.91,2.63,2.44,2.96,2.43,2.15,2.09,,,
5071587,46:54.8,4.86,4.63,4.42,4.83,4.85,4.63,7.15,7.09,6.89,5.79,5.83,5.75,5.72,6.01,5.96,2.51,3.02,2.92,2.62,2.5,2.89,2.47,2.15,2.07,,,
5071597,46:54.8,4.85,4.63,4.45,4.84,4.88,4.64,7.14,7.09,6.91,5.75,5.87,5.74,5.75,6.05,5.91,2.56,3,2.89,2.63,2.53,2.81,2.45,2.13,2.05,,,
5071607,46:54.8,4.85,4.66,4.47,4.83,4.86,4.62,7.16,7.1,6.91,5.81,5.85,5.74,5.78,6.03,5.94,2.5,3.02,2.87,2.64,2.42,2.81,2.51,2.13,2.08,,,
5071617,46:54.8,4.85,4.63,4.49,4.85,4.86,4.62,7.13,7.06,6.9,5.83,5.83,5.71,5.75,6.03,5.94,2.54,3.01,2.89,2.64,2.52,2.9,2.45,2.17,2.11,,,
5071627,46:54.8,4.87,4.63,4.49,4.86,4.87,4.6,7.18,7.09,6.91,5.78,5.85,5.74,5.75,6.07,5.93,2.5,3.02,2.89,2.65,2.5,2.87,2.43,2.17,2.07,,,
5071637,46:54.8,4.84,4.65,4.51,4.84,4.84,4.62,7.15,7.08,6.9,5.78,5.84,5.74,5.73,6.02,5.96,2.55,3.03,2.88,2.59,2.39,2.8,2.46,2.14,2.07,,,
