7280896,23:44.1,6.75,7,6.93,4.45,4.76,4.84,4.58,4.69,4.91,2.34,1.95,2.38,2.85,2.58,2.45,2.86,2.78,2.65,5.91,6,5.78,5.63,5.86,5.77,,,
7280906,23:44.1,6.74,7.02,6.94,4.45,4.77,4.85,4.64,4.65,4.92,2.33,1.97,2.36,2.84,2.58,2.44,2.84,2.78,2.59,5.9,5.96,5.79,5.6,5.88,5.76,,,
7280916,23:44.1,6.7,7.04,6.97,4.44,4.76,4.86,4.66,4.65,4.92,2.33,1.94,2.33,2.88,2.56,2.42,2.85,2.77,2.63,5.93,5.99,5.78,5.59,5.85,5.77,,,
7280926,23:44.1,6.73,6.99,6.96,4.47,4.77,4.87,4.6,4.66,4.89,2.34,1.94,2.37,2.85,2.57,2.43,2.84,2.76,2.63,5.93,5.98,5.81,5.6,5.88,5.75,,,
7280936,23:44.2,6.71,6.99,6.97,4.44,4.78,4.85,4.64,4.63,4.87,2.34,1.95,2.35,2.84,2.6,2.43,2.84,2.8,2.61,5.92,5.99,5.78,5.68,5.89,5.77,,,
7280946,23:44.2,6.69,7.05,6.96,4.42,4.75,4.85,4.64,4.71,4.86,2.35,1.93,2.37,2.85,2.58,2.43,2.85,2.76,2.64,5.91,6,5.82,5.65,5.85,5.77,,,
7280956,23:44.2,6.69,7.03,6.92,4.45,4.74,4.85,4.6,4.65,4.86,2.35,1.95,2.38,2.87,2.56,2.43,2.84,2.75,2.64,5.91,5.96,5.81,5.6,5.89,5.75,,,
7280966,23:44.2,6.69,7.03,6.93,4.45,4.78,4.86,4.64,4.67,4.9,2.34,1.94,2.38,2.89,2.57,2.44,2.88,2.76,2.59,5.91,5.97,5.83,5.61,5.86,5.79,,,
7280976,23:44.2,6.72,7.01,6.91,4.44,4.79,4.86,4.62,4.66,4.89,2.34,1.98,2.35,2.85,2.6,2.42,2.87,2.79,2.62,5.91,5.98,5.8,5.65,5.86,5.83,,,
7280986,23:44.2,6.71,7.04,6.91,4.42,4.75,4.87,4.59,4.61,4.9,2.34,1.96,2.33,2.85,2.58,2.43,2.87,2.75,2.64,5.91,6.01,5.82,5.63,5.88,5.77,,,
7280996,23:44.2,6.73,7.01,6.93,4.45,4.78,4.87,4.62,4.7,4.92,2.35,1.97,2.36,2.85,2.54,2.43,2.87,2.78,2.62,5.91,5.99,5.79,5.61,5.86,5.73,,,
7281006,23:44.2,6.74,6.98,6.93,4.46,4.78,4.85,4.64,4.65,4.92,2.34,1.93,2.38,2.84,2.57,2.43,2.86,2.81,2.64,5.94,5.98,5.79,5.57,5.88,5.75,,,
7281016,23:44.2,6.75,6.98,6.93,4.44,4.78,4.85,4.61,4.65,4.92,2.34,1.93,2.37,2.85,2.57,2.41,2.87,2.81,2.66,5.89,5.98,5.8,5.62,5.88,5.78,,,
7281026,23:44.2,6.75,7.02,6.92,4.45,4.75,4.85,4.69,4.65,4.92,2.34,1.95,2.35,2.84,2.57,2.43,2.87,2.76,2.6,5.92,5.96,5.78,5.66,5.88,5.75,,,
7281036,23:44.3,6.72,7.01,6.95,4.47,4.77,4.85,4.6,4.63,4.9,2.35,1.95,2.41,2.95,2.55,2.44,2.86,2.8,2.62,5.93,5.97,5.8,5.63,5.91,5.77,,,
